State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Literacy,Male_Literacy,Female_Literacy,Sex_Ratio,Employed,Unemployed
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,1483347,856350,626997,488596,495794,566108,5512,45202,54.0,63.0,46.0,100.0,48.0,52.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,2310960,1338474,972486,583135,154127,897970,8606,48299,57.0,65.0,48.0,98.0,50.0,50.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,2667878,1484794,1183084,785760,159165,944555,13763,67087,64.0,71.0,57.0,100.0,46.0,54.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,3288577,1716933,1571644,945269,213195,1297273,22411,93784,64.0,67.0,61.0,101.0,41.0,59.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,2960441,1634726,1325715,957407,247089,1186028,19383,80434,61.0,67.0,54.0,100.0,49.0,51.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,2018575,1924748,2892155,1542688,1349467,247927,48937,869721,149034,274653,73.0,76.0,70.0,95.0,36.0,64.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,2206829,1257238,949591,709757,106745,926768,8831,46584,58.0,67.0,50.0,101.0,50.0,50.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,1630234,901640,728594,462896,765565,668519,8628,42171,58.0,65.0,52.0,101.0,50.0,50.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,3009718,1598959,1410759,871063,132464,1163932,30438,101450,67.0,71.0,63.0,99.0,45.0,55.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,2127161,1246369,880792,737945,82831,816721,10081,56478,52.0,61.0,44.0,99.0,50.0,50.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,1940646,1158386,782260,708954,364269,757821,6153,60812,48.0,56.0,39.0,98.0,51.0,49.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,1637137,953406,683731,537947,168985,604719,8635,47170,54.0,63.0,45.0,99.0,48.0,52.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,2001019,1160757,840262,637385,394279,789225,7715,53777,57.0,66.0,49.0,98.0,50.0,50.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,1389810,790214,599596,371074,192941,545913,5261,35036,54.0,63.0,46.0,104.0,49.0,51.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,1904435,1107686,796749,787861,151145,763746,6151,43611,56.0,65.0,47.0,98.0,50.0,50.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,1495381,857824,637557,255664,166118,615432,3988,32280,55.0,64.0,47.0,101.0,48.0,52.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,1238388,707503,530885,247728,235556,527736,4453,24128,53.0,61.0,45.0,102.0,49.0,51.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,2065023,1179790,885233,616102,530656,828077,12952,59006,59.0,67.0,50.0,100.0,49.0,51.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,2652389,1379223,1273166,811698,109072,1017568,12050,55613,67.0,70.0,65.0,100.0,45.0,55.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,44027,29147,0,53878,14593,170,1486,49.0,57.0,41.0,93.0,42.0,58.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,21599,16850,0,72400,5318,57,885,49.0,56.0,42.0,103.0,40.0,60.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,34210,28366,0,69979,14231,450,1582,63.0,68.0,58.0,98.0,41.0,59.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,20258,16348,0,90764,3911,95,969,40.0,45.0,35.0,103.0,41.0,59.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,48380,34682,0,47410,17157,312,1471,57.0,63.0,50.0,91.0,42.0,58.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,18087,13762,0,25974,5932,207,742,59.0,64.0,53.0,93.0,41.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,29470,24587,0,72911,12493,381,1598,65.0,70.0,60.0,98.0,36.0,64.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,65794,55254,0,117216,30539,2477,7418,69.0,74.0,63.0,98.0,37.0,63.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,17720,8353,0,34811,8635,96,494,52.0,61.0,40.0,71.0,57.0,43.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,29313,18661,0,98372,16026,98,888,43.0,51.0,34.0,94.0,45.0,55.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,10723,7472,0,28468,6198,97,392,52.0,57.0,45.0,89.0,50.0,50.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,24807,20471,0,78323,5373,139,750,54.0,59.0,49.0,100.0,40.0,60.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,29566,18926,0,46380,14188,202,887,58.0,64.0,50.0,82.0,51.0,49.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,36777,27969,0,92783,14204,303,1300,58.0,63.0,52.0,93.0,44.0,56.0
Assam,Barpeta,26.427872264631056,90.97912010178116,1693622,867004,826618,897058,499038,398020,95320,27344,84804,2078,25286,53.0,58.0,48.0,95.0,33.0,67.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,738804,375818,362986,434078,237114,196964,82784,18835,49866,2523,12959,59.0,63.0,54.0,97.0,35.0,65.0
Assam,Cachar,24.815570668693017,92.86849650455927,1736617,886284,850333,1174128,639946,534182,264897,17569,140205,5316,37541,68.0,72.0,63.0,96.0,35.0,65.0
Assam,Darrang,26.58463215962442,92.04141338028155,928500,475273,453227,487039,268666,218373,40260,8419,45444,1166,12084,52.0,57.0,48.0,95.0,35.0,65.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,686133,351249,334884,423028,237761,185267,44225,325560,28195,1192,10410,62.0,68.0,55.0,95.0,46.0,54.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,1326335,676434,649901,884531,491361,393170,58876,102871,136685,8817,34479,67.0,73.0,60.0,96.0,42.0,58.0
Assam,Goalpara,26.017277777777807,90.59869891598912,1008183,513292,494891,563577,304302,259275,45094,231570,78641,1364,13524,56.0,59.0,52.0,96.0,36.0,64.0
Assam,Golaghat,26.377219709794485,93.82583397823468,1066888,543161,523727,721764,396475,325289,62298,111765,82345,3073,17636,68.0,73.0,62.0,96.0,45.0,55.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,659296,337890,321406,407366,226836,180530,70659,691,44143,1211,10615,62.0,67.0,56.0,95.0,32.0,68.0
Assam,Jorhat,26.76244824016563,94.30197722567289,1092256,556805,535451,794929,432335,362594,88665,139971,122063,5651,26357,73.0,78.0,68.0,96.0,46.0,54.0
Assam,Kamrup,26.170939452054807,91.58863273972592,1517542,778461,739081,995319,550219,445100,107827,182038,122191,3109,23468,66.0,71.0,60.0,95.0,41.0,59.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,956313,490167,466146,557214,314253,242961,44961,538738,53918,1923,11340,58.0,64.0,52.0,95.0,40.0,60.0
Assam,Karimganj,24.69660712250711,92.3679498575498,1228686,625864,602822,795297,435942,359355,157890,1940,70951,1933,24699,65.0,70.0,60.0,96.0,32.0,68.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,887142,452905,434237,489305,275220,214085,29570,278665,41373,1218,14063,55.0,61.0,49.0,96.0,38.0,62.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,529674,512463,683486,375552,307934,81840,249426,60296,1948,15011,66.0,71.0,60.0,97.0,41.0,59.0
Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,1439112,1384656,1710716,921850,788866,266350,115153,195631,5121,45956,61.0,64.0,57.0,96.0,35.0,65.0
Assam,Nalbari,26.46323767605632,91.40598521126763,771639,396006,375633,531771,293184,238587,60216,23364,68313,1631,12360,69.0,74.0,64.0,95.0,35.0,65.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,983904,940206,1108572,620525,488047,109130,232207,133368,4358,31254,58.0,63.0,52.0,96.0,40.0,60.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,680231,647698,798322,453449,344873,37688,82066,161718,5135,27948,60.0,67.0,53.0,95.0,42.0,58.0
Bihar,Araria,26.211528119180603,87.30766554934816,2811569,1463333,1348236,1195768,727643,468125,382654,38848,43290,2561,29796,43.0,50.0,35.0,92.0,38.0,62.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,1318684,1221389,1466002,868733,597269,612064,1033,44456,2362,31168,58.0,66.0,49.0,93.0,33.0,67.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,589477,23258,69937,68.0,74.0,60.0,92.0,43.0,57.0
Bihar,Banka,24.832355642023337,86.8664916342413,2034763,1067140,967623,965321,590961,374360,247858,90432,62359,1704,22300,47.0,55.0,39.0,91.0,38.0,62.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,1567660,1402881,1548673,918507,630166,432270,1597,120373,4644,43127,52.0,59.0,45.0,89.0,32.0,68.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,1615663,1422103,1573066,937669,635397,318569,67180,174534,6764,46929,52.0,58.0,45.0,88.0,32.0,68.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,1430380,1298027,1599151,973486,625665,425402,13977,62153,3661,34658,59.0,68.0,48.0,91.0,30.0,70.0
Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,887977,818375,989807,593544,396263,251737,26824,46760,1784,19324,58.0,67.0,48.0,92.0,32.0,68.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,2059949,1877436,1816634,1125566,691068,615688,2772,127442,6280,53205,46.0,55.0,37.0,91.0,31.0,69.0
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1368803,928810,1334351,3098,112617,6856,57011,52.0,60.0,44.0,94.0,38.0,62.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,1267666,1294346,1382998,793905,589093,320064,60807,69375,3707,33596,54.0,63.0,46.0,102.0,28.0,72.0
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,534385,324203,302649,78793,32633,1839,22414,49.0,58.0,38.0,92.0,41.0,59.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,374412,244469,222974,1285,27641,1106,11302,55.0,64.0,45.0,92.0,32.0,68.0
Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,1600430,1470599,1280190,762256,517934,263100,179971,60900,2941,27263,42.0,48.0,35.0,92.0,33.0,67.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,883786,783100,768028,461153,306875,247161,675,40641,1580,21654,46.0,52.0,39.0,89.0,34.0,66.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,866970,823430,745056,439921,305135,113118,64224,58718,1093,14073,44.0,51.0,37.0,95.0,31.0,69.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,526345,474567,507270,305182,202088,153209,8333,44491,1186,8862,51.0,58.0,43.0,90.0,33.0,67.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,1047559,954203,834577,517666,316911,346275,12532,23236,1397,23309,42.0,49.0,33.0,91.0,39.0,61.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,2329313,2158066,2155338,1340085,815253,587158,3990,113281,5319,65548,48.0,58.0,38.0,93.0,36.0,64.0
Bihar,Munger,25.198537962962963,86.54173672839504,1367765,729041,638724,801817,473741,328076,183846,21404,90461,2653,17946,59.0,65.0,51.0,88.0,31.0,69.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,2509232,1487117,1022115,751975,5979,180651,10290,73012,52.0,59.0,45.0,90.0,32.0,68.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,1497060,1380593,1519933,919558,600375,607672,1442,101378,4156,43848,53.0,61.0,43.0,92.0,36.0,64.0
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,659474,431538,565112,2045,31162,1841,28411,49.0,58.0,40.0,94.0,37.0,63.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,2061110,1873932,1759481,1091226,668255,553944,250046,57546,3495,41143,45.0,53.0,36.0,91.0,38.0,62.0
Bihar,Patna,25.40297114503818,85.3198433587787,5838465,3078512,2759953,3459679,2028047,1431632,920918,9069,546859,40692,132582,59.0,66.0,52.0,90.0,32.0,68.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,2681209,2418162,2276957,1407603,869354,649726,12461,74979,7719,70258,45.0,52.0,36.0,90.0,34.0,66.0
Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,1699370,1565249,1332326,805261,527065,390991,139490,86058,4170,33664,41.0,47.0,34.0,92.0,35.0,65.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1543546,1416372,1799832,1061783,738049,549546,31650,114893,4594,36279,61.0,69.0,52.0,92.0,31.0,69.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,997174,903487,804996,506374,298622,317249,6009,41342,1668,19415,42.0,51.0,33.0,91.0,34.0,66.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,2230003,2031563,2142880,1293575,849305,803128,1884,88021,5379,50918,50.0,58.0,42.0,91.0,32.0,68.0
Bihar,Saran,25.89656077844312,84.82266287425155,3951862,2022821,1929041,2157454,1285767,871687,474066,36786,94787,4509,37442,55.0,64.0,45.0,95.0,26.0,74.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,329743,306599,328676,196431,132245,131115,617,20065,631,8873,52.0,60.0,43.0,93.0,35.0,65.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,346673,309573,283698,171645,112053,96655,318,10004,478,6698,43.0,50.0,36.0,89.0,33.0,67.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,1803252,1620322,1436794,885188,551606,405714,2989,66263,3460,42461,42.0,49.0,34.0,90.0,33.0,67.0
Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1675090,1655374,1930175,1115906,814269,386685,87000,52935,3834,37833,58.0,67.0,49.0,99.0,28.0,72.0
Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,1155283,1073793,1033283,647672,385611,354249,10168,51028,1845,25078,46.0,56.0,36.0,93.0,39.0,61.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1844535,1650486,1926740,1152576,774164,738031,2274,70001,4810,39564,55.0,62.0,47.0,89.0,30.0,70.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,580663,474787,805438,465346,340092,199086,0,231204,44283,78113,76.0,80.0,72.0,82.0,38.0,62.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,382335,268528,37963,931780,157646,1782,9042,46.0,55.0,38.0,102.0,51.0,49.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,192764,189192,287620,155599,132021,98989,10693,79146,1574,6281,75.0,81.0,70.0,98.0,54.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,932474,664086,552992,498469,519704,8566,30892,60.0,69.0,51.0,97.0,45.0,55.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,303924,242909,58581,207633,148926,1016,4804,68.0,76.0,60.0,101.0,50.0,50.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,1284612,1018766,458040,397416,614109,16141,51289,69.0,76.0,61.0,99.0,45.0,55.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,280656,214759,48844,530378,76783,567,5755,58.0,66.0,50.0,101.0,57.0,43.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,433391,315368,124679,493559,202380,4544,18004,62.0,71.0,53.0,97.0,43.0,57.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,229923,167900,54776,304280,80023,1667,7609,60.0,69.0,52.0,97.0,47.0,53.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,364089,273874,139581,279896,212487,961,5614,62.0,71.0,53.0,102.0,48.0,52.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,542756,408883,224942,505609,297308,3342,13857,64.0,72.0,55.0,99.0,46.0,54.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,547206,38570,96301,74.0,79.0,68.0,96.0,41.0,59.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,1493158,1136591,724250,476446,728556,20261,59523,65.0,73.0,56.0,98.0,43.0,57.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,694686,493255,115652,1300628,253131,2737,18983,50.0,58.0,42.0,98.0,49.0,51.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,124659,66514,150348,104316,46032,4262,15240,49249,1316,4543,79.0,84.0,69.0,53.0,55.0,45.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1404356,1338726,1842818,1046981,795837,265793,55571,498326,6628,26991,67.0,75.0,59.0,95.0,41.0,59.0
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,351738,311322,17606,56606,173951,23440,56266,81.0,84.0,78.0,96.0,40.0,60.0
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,264085,238342,7843,92669,138810,17624,44299,78.0,82.0,75.0,99.0,39.0,61.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,7214225,3788051,3426174,5435760,3025463,2410297,759483,89138,1456046,126341,273651,75.0,80.0,70.0,90.0,36.0,64.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,1514190,771049,743141,995459,558180,437279,132915,7322,273331,2538,12765,66.0,72.0,59.0,96.0,43.0,57.0
Gujarat,Anand,22.282718206229863,72.57782051557454,2092745,1087224,1005521,1551253,874481,676772,104465,24824,378310,9902,32523,74.0,80.0,67.0,92.0,40.0,60.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,3120506,1610379,1510127,1704923,1048402,656521,327460,284155,396873,3424,23149,55.0,65.0,43.0,94.0,40.0,60.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,1551019,805707,745312,1118276,623047,495229,62235,488194,309091,10257,29531,72.0,77.0,66.0,93.0,40.0,60.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2880365,1490201,1390164,1887255,1087371,799884,157034,9110,500757,7297,28925,66.0,73.0,58.0,93.0,40.0,60.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,1391753,723864,667889,1030494,582686,447808,108608,18204,262539,12107,33662,74.0,80.0,67.0,92.0,38.0,62.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,2160119,1114192,1045927,1396534,795140,601394,173895,24187,386538,11573,30384,65.0,71.0,57.0,94.0,39.0,61.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1404356,1338726,1842818,1046981,795837,265793,55571,498326,6628,26991,67.0,75.0,59.0,95.0,41.0,59.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,2092371,1096737,995634,1252319,739239,513080,258859,24228,403294,9631,31961,60.0,67.0,52.0,91.0,37.0,63.0
Gujarat,Kheda,22.88765312500002,73.018803515625,2299885,1185727,1114158,1660243,942480,717763,115631,40336,372226,5710,24502,72.0,79.0,64.0,94.0,41.0,59.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,2035064,1056520,978544,1502645,847499,655146,162288,9392,385609,7759,33731,74.0,80.0,67.0,93.0,40.0,60.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,590297,301086,289211,370336,211767,158569,8733,481392,101940,576,4081,63.0,70.0,55.0,96.0,50.0,50.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,1329672,678165,651507,1001909,539471,462438,35464,639659,267679,6726,24397,75.0,80.0,71.0,96.0,45.0,55.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,2390776,1226961,1163815,1440805,858054,582751,100446,721604,398937,3456,19753,60.0,70.0,50.0,95.0,46.0,54.0
Gujarat,Patan,23.80634198473284,71.75162977099237,1343734,694397,649337,837913,494631,343282,123408,13303,223424,2231,12870,62.0,71.0,53.0,94.0,41.0,59.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,585449,300209,285240,393678,221621,172057,51830,13039,117040,1653,5639,67.0,74.0,60.0,95.0,39.0,61.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,3804558,1974445,1830113,2725056,1514075,1210981,290169,24017,747352,21785,67370,72.0,77.0,66.0,93.0,39.0,61.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2428589,1244231,1184358,1578734,918625,660109,187685,542156,438606,5262,25425,65.0,74.0,56.0,95.0,45.0,55.0
Gujarat,Surat,21.25761372772093,72.93488716344339,6081322,3402224,2679098,4571410,2687468,1883942,158115,856952,1252452,55694,149331,75.0,79.0,70.0,79.0,42.0,58.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1756268,909917,846351,1093626,643221,450405,179461,21453,302068,2975,15309,62.0,71.0,53.0,93.0,41.0,59.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,228291,113821,114470,140968,77314,63654,992,216073,29794,137,1393,62.0,68.0,56.0,101.0,52.0,48.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,4165626,2153736,2011890,2893080,1614087,1278993,221629,1149901,798277,53606,117818,69.0,75.0,64.0,93.0,41.0,59.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,1705678,887222,818456,1170657,655528,515129,38237,902794,329218,11020,31285,69.0,74.0,63.0,92.0,44.0,56.0
Haryana,Ambala,30.3503672316384,76.94970310734456,1128350,598703,529647,818025,461288,356737,296246,0,199681,12899,32767,72.0,77.0,67.0,88.0,33.0,67.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,866672,767773,1069871,643158,426713,341162,0,266244,5292,25236,65.0,74.0,56.0,89.0,38.0,62.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,1272739,734940,537799,223799,0,333171,43437,82673,70.0,76.0,64.0,87.0,32.0,68.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,495360,446651,557578,327471,230107,284357,0,153301,3210,13142,59.0,66.0,52.0,90.0,39.0,61.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,1111116,638666,472450,197937,0,305751,67087,102343,73.0,78.0,68.0,85.0,36.0,64.0
Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,931562,812369,1114311,670200,444111,408785,0,285004,10132,33400,64.0,72.0,55.0,87.0,40.0,60.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,676091,399480,276611,170448,0,168558,5034,19241,71.0,78.0,62.0,86.0,34.0,66.0
Haryana,Jind,29.45149821958457,76.29598575667653,1334152,713006,621146,832758,502049,330709,282351,0,222462,5263,23750,62.0,70.0,53.0,87.0,39.0,61.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,571003,503301,646529,385782,260747,247513,0,187349,3724,15301,60.0,68.0,52.0,88.0,35.0,65.0
Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,797712,707612,978013,564516,413497,339604,0,267223,11163,29253,65.0,71.0,58.0,89.0,34.0,66.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,510976,453679,646893,370828,276065,215128,0,171908,7356,21951,67.0,73.0,61.0,89.0,35.0,65.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,630255,380440,249815,156314,0,135455,2624,13908,68.0,78.0,57.0,89.0,37.0,63.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,299679,261614,405318,229862,175456,101830,0,103455,18615,32174,72.0,77.0,67.0,87.0,38.0,62.0
Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,646857,558580,786599,464136,322463,206213,0,209965,10024,26719,65.0,72.0,58.0,86.0,34.0,66.0
Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,636947,375453,261494,182606,0,152651,5121,18092,71.0,79.0,61.0,90.0,38.0,62.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,747582,436025,311557,216889,0,193120,8482,27225,70.0,77.0,63.0,87.0,33.0,67.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,682582,612607,782897,456968,325929,387381,0,215527,6287,22706,60.0,67.0,53.0,90.0,39.0,61.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,192764,189192,287620,155599,132021,98989,10693,79146,1574,6281,75.0,81.0,70.0,98.0,54.0,46.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,932474,664086,552992,498469,519704,8566,30892,60.0,69.0,51.0,97.0,45.0,55.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,261320,257760,323842,186064,137778,111690,135500,96082,1615,5117,62.0,71.0,53.0,99.0,57.0,43.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,217070,237698,358091,180555,177536,109256,3044,104120,2521,7525,79.0,83.0,75.0,110.0,53.0,47.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,593537,510748,653299,408125,245174,241198,474,55929,1196,11037,59.0,69.0,48.0,86.0,40.0,60.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,1152640,606443,546197,319385,84564,330081,8053,22753,76.0,81.0,72.0,101.0,45.0,55.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,60699,36697,24002,14750,48746,17865,354,2563,72.0,79.0,63.0,82.0,67.0,33.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,307672,174550,133122,122659,16822,91322,2623,7010,70.0,77.0,63.0,94.0,61.0,39.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,723747,393669,330078,293739,12787,214491,5333,16401,72.0,79.0,66.0,101.0,57.0,43.0
